iter	MAE
423	205.259272
424	204.98805
425	204.7662283
426	204.5521763
427	204.3407006
428	204.1412307
429	203.8824405
430	203.6333536
431	203.4448916
432	203.2482056
433	203.0618898
434	202.8433183
435	202.7347609
436	202.5418928
437	202.3557322
438	202.1679595
439	201.9645519
440	201.7837421
441	201.5743755
442	201.257361
443	201.086972
444	200.8351961
445	200.6602756
446	200.4915086
447	200.3153086
448	200.1463835
449	199.8505194
450	199.6134726
451	199.4334022
452	199.2642957
453	199.0845204
454	198.8963115
455	198.6614564
456	198.4873122
457	198.3292619
458	198.0523969
459	197.9013118
460	197.7213239
461	197.5241524
462	197.3859985
463	197.1921735
464	197.0555586
465	196.9151005
466	196.7088712
467	196.5480522
468	196.3879358
469	196.2397154
470	196.0645955
471	195.9457333
472	195.754785
473	195.5212887
474	195.2029601
475	195.0751218
476	194.8696854
477	194.6888173
478	194.4863637
479	194.2661524
480	194.1178842
481	193.9421507
482	193.7826274
483	193.6076181
484	193.4863695
485	193.3015643
486	193.1819735
487	193.0306143
488	192.7902778
489	192.6356645
490	192.4691167
491	192.3431008
492	192.2161731
493	192.0480909
494	191.9141295
495	191.7774134
496	191.6390928
497	191.5417952
498	191.3914635
499	191.2718987
500	191.0432561
501	190.8579822
502	190.7247995
503	190.6185084
504	190.5052324
505	190.362993
506	190.2335088
507	190.0813434
508	189.8729464
509	189.7356463
510	189.5299757
511	189.3350274
512	189.1997408
513	189.0818325
514	188.9837998
515	188.9699228
516	188.8407607
517	188.6267607
518	188.4443731
519	188.3453807
520	188.2015395
521	188.0945202
522	187.9747993
523	187.8740549
524	187.7763813
525	187.6057774
526	187.4786995
527	187.3713175
528	187.3335827
529	187.1658394
530	187.0638909
531	186.9462028
532	186.8646917
533	186.7536609
534	186.6059317
535	186.4625695
536	186.3790961
537	186.2225118
538	186.0919414
539	185.9806821
540	185.8530148
541	185.7453783
542	185.6051587
543	185.5357406
544	185.40018
545	185.2478012
546	185.17044
547	184.943952
548	184.8358216
549	184.7307505
550	184.6632071
551	184.5778897
552	184.4777909
553	184.3241613
554	184.2223191
555	184.0622862
556	183.9680718
557	183.8998388
558	183.8283713
559	183.7161385
560	183.5879264
561	183.4960006
562	183.4201495
563	183.3144157
564	183.2311725
565	183.1179879
566	183.060418
567	182.9764391
568	182.8725505
569	182.7446948
570	182.6547229
571	182.5647064
572	182.44908
573	182.3718001
574	182.268503
575	182.1066544
576	182.040492
577	181.9408521
578	181.827729
579	181.5940079
580	181.4816371
581	181.3049225
582	181.2195169
583	181.0806916
584	181.0043624
585	180.9453692
586	180.8630242
587	180.8094497
588	180.7363668
589	180.6242983
590	180.5317821
591	180.4839012
592	180.4121211
593	180.319341
594	180.266537
595	180.2029682
596	180.0650243
597	179.9339515
598	179.8177717
599	179.7500984
600	179.6427649
601	179.5830156
602	179.4616495
603	179.333059
604	179.2370867
605	179.210627
606	179.0644912
607	178.9949481
608	178.9277043
609	178.8299936
610	178.7320727
611	178.6779564
612	178.6021923
613	178.4333289
614	178.366892
615	178.2554637
616	178.1999838
617	178.0997957
618	178.0151536
619	177.8688977
620	177.8059743
621	177.7195767
622	177.6495844
623	177.5822194
624	177.4767832
625	177.3596517
626	177.3108312
627	177.2120157
628	177.0789388
629	176.9371569
630	176.7966632
631	176.6760243
632	176.6414625
633	176.5931711
634	176.4955423
635	176.3981526
636	176.335376
637	176.2479865
638	176.2085313
639	176.1045333
640	176.0221264
641	175.9635953
642	175.8512164
643	175.7820057
644	175.6631963
645	175.6117077
646	175.5319941
647	175.4443365
648	175.3579438
649	175.3039384
650	175.2224457
651	175.1556629
652	175.0705249
653	175.0139564
654	174.9146473
655	174.8091019
656	174.742935
657	174.677581
658	174.5674244
659	174.5218738
660	174.4139654
661	174.315885
662	174.2804269
663	174.2237142
664	174.1934155
665	174.1317572
666	174.072652
667	174.0123665
668	173.9370037
669	173.8271656
670	173.737594
671	173.6677075
672	173.5335837
673	173.4458771
674	173.3543128
675	173.2310563
676	173.2005742
677	173.0796197
678	172.9610232
679	172.8549599
680	172.7491586
681	172.7129983
682	172.6546637
683	172.5962034
684	172.5410348
685	172.521164
686	172.4823818
687	172.3604426
688	172.2969977
689	172.2230583
690	172.190716
691	172.1224948
692	172.0267566
693	171.9743906
694	171.7774767
695	171.7429938
696	171.6958633
697	171.6299709
698	171.5881665
699	171.4499623
700	171.4093742
701	171.3831916
702	171.2961799
703	171.2563843
704	171.1454252
705	171.1038045
706	171.0507726
707	171.0057985
708	170.9457745
709	170.7860236
710	170.7623688
711	170.7039785
712	170.6101891
713	170.5331868
714	170.4935958
715	170.4056334
716	170.3077471
717	170.2729502
718	170.2310787
719	170.1760001
720	170.1755165
721	170.0921379
722	169.922198
723	169.8572395
724	169.7758662
725	169.7414663
726	169.7053271
727	169.6574794
728	169.6126098
729	169.4745866
730	169.4139303
731	169.3623148
732	169.2852688
733	169.2336002
734	169.0972274
735	169.0666482
736	168.9846242
737	168.9606313
738	168.9059784
739	168.8547363
740	168.8067207
741	168.7609948
742	168.7034151
743	168.6410007
744	168.6050113
745	168.449593
746	168.3971209
747	168.3928069
748	168.3566186
749	168.2747735
750	168.2200646
751	168.1347699
752	168.0960681
753	168.0805758
754	168.004243
755	167.9464559
756	167.8968165
757	167.8672959
758	167.7877698
759	167.7514997
760	167.6856676
761	167.6076357
762	167.5792441
763	167.4961076
764	167.4301961
765	167.4036702
766	167.3714209
767	167.3496417
768	167.3263797
769	167.2700076
770	167.2688004
771	167.2327383
772	167.1351692
773	166.9909601
774	166.8819814
775	166.8225532
776	166.7290372
777	166.6745327
778	166.6230404
779	166.5875442
780	166.4803038
781	166.4032906
782	166.3436717
783	166.3081911
784	166.2590035
785	166.1570726
786	166.1272587
787	166.0824611
788	166.0510662
789	166.0177066
790	165.950017
791	165.9231193
792	165.8898479
793	165.8417953
794	165.8188527
795	165.7586952
796	165.6573315
797	165.6321518
798	165.6055706
799	165.5584183
800	165.5313418
801	165.4799471
802	165.373277
803	165.3213701
804	165.3110721
805	165.244661
806	165.202477
807	165.063267
808	165.0364321
809	164.96375
810	164.9070415
811	164.8982201
812	164.7984861
813	164.7824002
814	164.7379858
815	164.7049781
816	164.6584165
817	164.6057285
818	164.5893316
819	164.5558387
820	164.4868856
821	164.4632248
822	164.4079085
823	164.3675725
824	164.3152778
825	164.2663918
826	164.2648645
827	164.2322565
828	164.2166129
829	164.1519117
830	164.0969487
831	164.0489442
832	163.9335483
833	163.8652774
834	163.8212579
835	163.7977018
836	163.7832463
837	163.7561039
838	163.7327116
839	163.6860162
840	163.6178917
841	163.5656917
842	163.5046088
843	163.4976477
844	163.4717955
845	163.4567868
846	163.3941319
847	163.3496594
848	163.2393727
849	163.2335657
850	163.1281577
851	163.1135799
852	163.0272814
853	162.9689689
854	162.9326578
855	162.9188973
856	162.9035487
857	162.8597515
858	162.8397263
859	162.8209819
860	162.791554
861	162.7171344
862	162.6677699
863	162.6022705
864	162.5822319
865	162.5697965
866	162.547413
867	162.4965508
868	162.4529255
869	162.4216799
870	162.4024087
871	162.3903581
872	162.3513052
873	162.3094761
874	162.2576806
875	162.1493935
876	162.1039955
877	162.0570867
878	162.0525406
879	161.9638513
880	161.9339441
881	161.8842638
882	161.8363946
883	161.7695372
884	161.7374688
885	161.7185817
886	161.6994616
887	161.6565252
888	161.642849
889	161.5572339
890	161.5059843
891	161.4921422
892	161.4508398
893	161.4267088
894	161.3824734
895	161.334885
896	161.3168819
897	161.2562476
898	161.245245
899	161.2230123
900	161.2046003
901	161.1882739
902	161.0703657
903	161.0504157
904	160.9947195
905	160.9623512
906	160.9126863
907	160.8438118
908	160.8218295
909	160.7878087
910	160.7770318
911	160.7244966
912	160.6678921
913	160.6459226
914	160.6243582
915	160.5826517
916	160.564673
917	160.5495012
918	160.5469021
919	160.5142624
920	160.4947453
921	160.4370148
922	160.4088246
923	160.3874512
924	160.352353
925	160.3413452
926	160.3253091
927	160.3045964
928	160.2841532
929	160.2697293
930	160.2599577
931	160.2110926
932	160.1952072
933	160.1582584
934	160.1330292
935	160.1143263
936	160.1086311
937	160.0896238
938	160.0575545
939	160.0027197
940	159.9928836
941	159.9688873
942	159.9557812
943	159.9317968
944	159.8395374
945	159.826249
946	159.7896624
947	159.7669588
948	159.7636326
949	159.7385457
950	159.6902329
951	159.6619118
952	159.64692
953	159.5953318
954	159.537835
955	159.472165
956	159.4147318
957	159.2754506
958	159.2581531
959	159.2183095
960	159.2047364
961	159.1873939
962	159.1416671
963	159.1172243
964	159.0753578
965	158.9715643
966	158.896921
967	158.8106303
968	158.7459683
969	158.6224598
970	158.5865372
971	158.5666269
972	158.536433
973	158.5143727
974	158.4999707
975	158.4902799
976	158.4773602
977	158.4647942
978	158.4499012
979	158.4276316
980	158.4089872
981	158.4017276
982	158.3887794
983	158.3187072
984	158.262404
985	158.2331329
986	158.1603005
987	158.1512889
988	158.1272288
989	158.1094782
990	158.0966968
991	158.0488108
992	157.9877271
993	157.9493512
994	157.892124
995	157.8805081
996	157.8519101
997	157.8137991
998	157.8005864
999	157.7531315
1000	157.7359525
1001	157.7275775
1002	157.6806074
1003	157.6497312
1004	157.6293544
1005	157.5813258
1006	157.541438
1007	157.4977321
1008	157.4440984
1009	157.4332917
1010	157.4192845
1011	157.3660159
1012	157.3577557
1013	157.3025156
1014	157.1801707
1015	157.1461081
1016	157.1210624
1017	157.101718
1018	157.0964143
1019	157.0743671
1020	157.0630919
1021	157.0377225
1022	157.0254029
1023	156.9993821
1024	156.9789771
1025	156.9547455
1026	156.945315
1027	156.9134391
1028	156.8820669
1029	156.8516552
1030	156.8464871
1031	156.8282308
1032	156.7920351
1033	156.6287991
1034	156.6051384
1035	156.5907714
1036	156.5575944
1037	156.5081371
1038	156.4927162
1039	156.4865687
1040	156.4802037
1041	156.4541626
1042	156.4318606
1043	156.4218295
1044	156.3218887
1045	156.2887193
1046	156.2429755
1047	156.2192495
1048	156.2057992
1049	156.196077
1050	156.1803759
1051	156.1495845
1052	156.1250286
1053	156.085953
1054	156.0461461
1055	155.9962965
1056	155.9651729
1057	155.912552
1058	155.8346077
1059	155.807653
1060	155.7819918
1061	155.7267109
1062	155.7079075
1063	155.6809312
1064	155.6639469
1065	155.6555706
1066	155.634651
1067	155.6319859
1068	155.5995291
1069	155.5731357
1070	155.5489211
1071	155.5278163
1072	155.3952913
1073	155.3766374
1074	155.3404425
1075	155.3245703
1076	155.3105255
1077	155.2943423
1078	155.2878732
1079	155.2697849
1080	155.2452133
1081	155.2168002
1082	155.2054191
1083	155.157122
1084	155.1369056
1085	155.0743101
1086	155.0339232
1087	155.0027184
1088	154.992111
1089	154.9886218
1090	154.9416243
1091	154.9069931
1092	154.9019022
1093	154.8871863
1094	154.7652351
1095	154.7432727
1096	154.6881828
1097	154.6663829
1098	154.6561611
1099	154.5573662
1100	154.5215147
1101	154.4957501
1102	154.4651432
1103	154.4403918
1104	154.4151002
1105	154.3849997
1106	154.3666907
1107	154.3398918
1108	154.3005426
1109	154.2937637
1110	154.2886877
1111	154.2579907
1112	154.2414357
1113	154.2128626
1114	154.182088
1115	154.1277603
1116	154.1015137
1117	154.0985476
1118	154.0793234
1119	154.0728982
1120	154.048461
1121	154.04391
1122	154.0360438
1123	154.009615
1124	153.9710223
1125	153.9437435
1126	153.9365355
1127	153.9226414
1128	153.9028374
1129	153.8442235
1130	153.7974525
1131	153.7968216
1132	153.7586769
1133	153.7344238
1134	153.7129643
1135	153.6962845
1136	153.6559441
1137	153.6467062
1138	153.6366465
1139	153.6303263
1140	153.6075584
1141	153.564016
1142	153.5440346
1143	153.5141108
1144	153.4825883
1145	153.4359431
1146	153.4261386
1147	153.3728651
1148	153.3601064
1149	153.3274011
1150	153.3191767
1151	153.2995967
1152	153.2384361
1153	153.2380845
1154	153.1290123
1155	153.0765012
1156	153.0610232
1157	153.0385871
1158	152.987597
1159	152.9441292
1160	152.9207928
1161	152.9071419
1162	152.8828782
1163	152.8233808
1164	152.7974741
1165	152.761444
1166	152.7215447
1167	152.7115266
1168	152.6992709
1169	152.6839029
1170	152.6609277
1171	152.6249671
1172	152.6190487
1173	152.573836
1174	152.5151434
1175	152.4487619
1176	152.4431732
1177	152.4246874
1178	152.3973774
1179	152.366031
1180	152.3502545
1181	152.3042744
1182	152.2877931
1183	152.2106682
1184	152.186049
1185	152.1596029
1186	152.1385879
1187	152.1302712
1188	152.1194521
1189	152.096162
1190	152.0676273
1191	152.0436481
1192	152.0263914
1193	152.022861
1194	152.0106517
1195	151.9765224
1196	151.9703593
1197	151.9520611
1198	151.9322636
1199	151.9077353
1200	151.875146
1201	151.8460545
1202	151.8146954
1203	151.7726712
1204	151.7500131
1205	151.7174569
1206	151.6922848
1207	151.6861199
1208	151.6669875
1209	151.6537539
1210	151.6172099
1211	151.6007713
1212	151.5854352
1213	151.5458518
1214	151.5205268
1215	151.4209574
1216	151.4173913
1217	151.3959351
1218	151.3666964
1219	151.350212
1220	151.3394628
1221	151.2801692
1222	151.2323407
1223	151.2222855
1224	151.1980618
1225	151.1761196
1226	151.1654271
1227	151.1318524
1228	151.1057179
1229	151.0861117
1230	151.0838593
1231	151.0498264
1232	151.0139383
1233	150.9129602
1234	150.8994931
1235	150.8776308
1236	150.8636044
1237	150.8457092
1238	150.8338754
1239	150.8176343
1240	150.7484259
1241	150.7339313
1242	150.65845
1243	150.6436396
1244	150.6198505
1245	150.6179106
1246	150.5936539
1247	150.5815157
1248	150.529976
1249	150.493908
1250	150.4465251
1251	150.4357281
1252	150.3876282
1253	150.3624754
1254	150.3494119
1255	150.3108179
1256	150.2814517
1257	150.2717999
1258	150.2455327
1259	150.1922309
1260	150.1887042
1261	150.1445559
1262	150.1248451
1263	150.1178508
1264	150.1015364
1265	150.0695629
1266	150.0254373
1267	150.0100933
1268	149.9757594
1269	149.9505614
1270	149.8737759
1271	149.8471247
1272	149.8073672
1273	149.7763164
1274	149.7215334
1275	149.7109105
1276	149.7031605
1277	149.6801779
1278	149.6737607
1279	149.6584569
1280	149.654092
1281	149.6400455
1282	149.6056187
1283	149.5997585
1284	149.585302
1285	149.5134514
1286	149.5130688
1287	149.5033138
1288	149.4815131
1289	149.4666157
1290	149.4437681
1291	149.4353296
1292	149.4298237
1293	149.4184369
1294	149.4084454
1295	149.3669291
1296	149.344352
1297	149.3039547
1298	149.2166609
1299	149.1993419
1300	149.1388397
1301	149.1149895
1302	149.1084051
1303	149.0711171
1304	149.031325
1305	148.9657717
1306	148.9294861
1307	148.9133114
1308	148.8522051
1309	148.8402261
1310	148.7382947
1311	148.7120899
1312	148.6732822
1313	148.6586618
1314	148.6403258
1315	148.6205433
1316	148.5976175
1317	148.5459342
1318	148.4882617
1319	148.4719805
1320	148.3978059
1321	148.3502051
1322	148.3285023
1323	148.3226754
1324	148.2834372
1325	148.2694569
1326	148.2616044
1327	148.239502
1328	148.2315101
1329	148.224513
1330	148.2179942
1331	148.0542741
1332	148.0451664
1333	148.0386635
1334	148.0151283
1335	148.0015596
1336	147.9485885
1337	147.9310178
1338	147.9284508
1339	147.8896303
1340	147.8776977
1341	147.8638714
1342	147.8511837
1343	147.7980286
1344	147.7668593
1345	147.7376929
1346	147.7146291
1347	147.7042882
1348	147.6197912
1349	147.6027201
1350	147.5522819
1351	147.441775
1352	147.4049273
1353	147.3621638
1354	147.3543827
1355	147.3483993
1356	147.3376455
1357	147.3308962
1358	147.3256877
1359	147.3070185
1360	147.2522314
1361	147.2119417
1362	147.1942519
1363	147.1895987
1364	147.1740732
1365	147.1284274
1366	147.1168425
1367	147.0847414
1368	147.0561078
1369	147.0464838
1370	147.0427033
1371	147.0009741
1372	146.9909297
1373	146.9293666
1374	146.9126405
1375	146.8841623
1376	146.8658127
1377	146.8461323
1378	146.8166954
1379	146.8099086
1380	146.7801095
1381	146.7557715
1382	146.7485154
1383	146.7359163
1384	146.7013092
1385	146.6938759
1386	146.6794722
1387	146.6342206
1388	146.6167938
1389	146.6066105
1390	146.6040132
1391	146.5961821
1392	146.5589081
1393	146.5567418
1394	146.5473941
1395	146.52666
1396	146.5078423
1397	146.5026514
1398	146.4960852
1399	146.48794
1400	146.4817839
1401	146.4626916
1402	146.4296236
1403	146.4138039
1404	146.3825321
1405	146.3592403
1406	146.3542823
1407	146.3364156
1408	146.3206604
1409	146.304397
1410	146.2951867
1411	146.2712796
1412	146.2633798
1413	146.2538804
1414	146.23246
1415	146.2199456
1416	146.2070115
1417	146.1861998
1418	146.1604616
1419	146.1336042
1420	146.1204117
1421	146.0925756
1422	146.0822615
1423	146.0495115
1424	146.0430933
1425	146.0239342
1426	146.0130849
1427	145.9913075
1428	145.9814591
1429	145.9673578
1430	145.9474699
1431	145.8996566
1432	145.8859095
1433	145.8676926
1434	145.8391107
1435	145.8343494
1436	145.8163121
1437	145.8128807
1438	145.8049579
1439	145.7836069
1440	145.7679233
1441	145.7639099
1442	145.755981
1443	145.7398283
1444	145.7300374
1445	145.7180997
1446	145.7088316
1447	145.6711573
1448	145.6546634
1449	145.6378167
1450	145.6165209
1451	145.5904328
1452	145.5550358
1453	145.5508041
1454	145.4727555
1455	145.4441631
1456	145.4274395
1457	145.3915588
1458	145.3820469
1459	145.3235605
1460	145.3049514
1461	145.2870076
1462	145.2761973
1463	145.2761841
1464	145.2631765
1465	145.2061078
1466	145.1949744
1467	145.1777152
1468	145.1565615
1469	145.1475668
1470	145.1424886
1471	145.0794498
1472	145.0742979
1473	145.0292913
1474	145.017973
1475	144.9939445
1476	144.9725999
1477	144.9619455
1478	144.9501056
1479	144.8962328
1480	144.8909095
1481	144.8831339
1482	144.8664929
1483	144.8540892
1484	144.8518612
1485	144.844831
1486	144.7631872
1487	144.7280562
1488	144.7068985
1489	144.6582388
1490	144.5984533
1491	144.5964793
1492	144.5936807
1493	144.5900152
1494	144.5884381
1495	144.5775954
1496	144.5683381
1497	144.4116543
1498	144.3798998
1499	144.3618687
1500	144.2855097
1501	144.2738027
1502	144.2475945
1503	144.2333803
1504	144.2249343
1505	144.2173346
1506	144.1861342
1507	144.1068087
1508	144.1034843
1509	144.0623477
1510	143.9930695
1511	143.9474391
1512	143.9224715
1513	143.8835389
1514	143.8502615
1515	143.8229479
1516	143.7926234
1517	143.7877497
1518	143.7704593
1519	143.7703697
1520	143.7687627
1521	143.7426551
1522	143.7379449
1523	143.7368932
1524	143.7034796
1525	143.6752245
1526	143.6483962
1527	143.6233485
1528	143.590086
1529	143.5706897
1530	143.5505904
1531	143.5427974
1532	143.5327629
1533	143.5209026
1534	143.5072571
1535	143.4800606
1536	143.4599087
1537	143.4498991
1538	143.4429858
1539	143.4324452
